Namespace(network_model='e', workers=4, epochs=100, start_epoch=0, start_epoch_bias=0, criterion='l2', batch_size=6, lr=0.001, weight_decay=1e-06, print_freq=10, resume='/home/ubuntu-user/Desktop/hzy/results/input=rgbd.criterion=l2.lr=0.001.bs=6.round=1.time=2024-06-19@21-23/checkpoint-9.pth.tar', round=1, data_folder='/home/ubuntu-user/Desktop/KITTI/kitti_depth/depth', data_folder_rgb='/home/ubuntu-user/Desktop/KITTI/kitti_raw', data_folder_save='/home/ubuntu-user/Desktop/KITTI/kitti_depth/submit_test/', input='rgbd', val='select', jitter=0.1, rank_metric='rmse', evaluate='', freeze_backbone=False, test=False, cpu=False, not_random_crop=False, random_crop_height=320, random_crop_width=1216, convolutional_layer_encoding='xyz', dilation_rate=2, result='../results', use_rgb=True, use_d=True, use_g=True, val_h=352, val_w=1216)
=> using 'cuda' for computation.
=> loading checkpoint '/home/ubuntu-user/Desktop/hzy/results/input=rgbd.criterion=l2.lr=0.001.bs=6.round=1.time=2024-06-19@21-23/checkpoint-9.pth.tar' ... Completed. Resuming from epoch 9.
=> logger created.
	==> val_loader size:1000
Global epoch: 10
this round choose user: [30, 33, 7, 20, 12, 34, 25, 1, 5, 16]
This is 30 user-------------
=> creating model and optimizer ... Start Enet now!
completed.
Global weights loaded successfully!
=> creating data loaders ... 
success open part_ 30
	==> train_loader size:143
=> starting main loop ...
=> starting training user 30 epoch 1 ..
loss: tensor(13.6999, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   0 / 143
loss: tensor(10.7373, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   109 / 143
loss: tensor(9.8143, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   110 / 143
loss: tensor(4.0971, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   111 / 143
loss: tensor(4.7180, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   112 / 143
loss: tensor(11.0568, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   113 / 143
loss: tensor(4.4338, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   114 / 143
loss: tensor(6.0572, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   115 / 143
loss: tensor(5.8417, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   116 / 143
loss: tensor(4.8680, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   117 / 143
loss: tensor(5.6211, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   118 / 143
loss: tensor(2.1881, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   119 / 143
loss: tensor(5.0824, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   120 / 143
loss: tensor(8.3545, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   121 / 143
loss: tensor(7.1711, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   122 / 143
loss: tensor(5.1423, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   123 / 143
loss: tensor(2.1814, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   124 / 143
loss: tensor(4.6242, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   125 / 143
loss: tensor(6.9298, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   126 / 143
loss: tensor(3.5478, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   127 / 143
loss: tensor(8.3689, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   128 / 143
loss: tensor(6.7961, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   129 / 143
loss: tensor(9.8241, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   130 / 143
loss: tensor(2.4854, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   131 / 143
loss: tensor(3.5646, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   132 / 143
loss: tensor(3.0550, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   133 / 143
loss: tensor(10.6122, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   134 / 143
loss: tensor(4.4360, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   135 / 143
loss: tensor(12.3731, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   136 / 143
loss: tensor(8.9139, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   137 / 143
loss: tensor(7.5101, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   138 / 143
loss: tensor(6.6324, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   139 / 143
loss: tensor(4.4042, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   140 / 143
loss: tensor(7.9756, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   141 / 143
loss: tensor(7.3370, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   142 / 143

*
Summary of  train round
RMSE=3690.392
MAE=2011.470
Photo=0.000
iRMSE=21.880
iMAE=13.511
squared_rel=0.0242217441864468
silog=13.737111361197796
Delta1=0.859
REL=0.122
Lg10=0.060
t_GPU=0.375
*

=> starting training user 30 epoch 3 ..
loss: tensor(2.3737, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   0 / 143
loss: tensor(5.3750, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   1 / 143
loss: tensor(5.3064, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   2 / 143
loss: tensor(7.0118, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   3 / 143
loss: tensor(4.9353, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   4 / 143
loss: tensor(5.4801, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   5 / 143
loss: tensor(5.4312, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   6 / 143
loss: tensor(7.4135, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   7 / 143
loss: tensor(4.2598, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   8 / 143
loss: tensor(2.6943, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   9 / 143
loss: tensor(3.3559, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   10 / 143
loss: tensor(5.7038, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   11 / 143
loss: tensor(3.0953, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   12 / 143
loss: tensor(5.4926, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   13 / 143
loss: tensor(11.3499, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   14 / 143
loss: tensor(1.9322, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   15 / 143
loss: tensor(8.0507, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   16 / 143
loss: tensor(4.4347, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   17 / 143
loss: tensor(8.5087, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   18 / 143
loss: tensor(8.1378, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   19 / 143
loss: tensor(8.7044, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   20 / 143
loss: tensor(4.4071, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   21 / 143
loss: tensor(3.4755, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   22 / 143
loss: tensor(4.3496, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   23 / 143
loss: tensor(5.5104, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   24 / 143
loss: tensor(8.8426, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   25 / 143
loss: tensor(7.2788, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   26 / 143
loss: tensor(4.7849, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   27 / 143
loss: tensor(5.7943, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   28 / 143
loss: tensor(7.0240, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   29 / 143
loss: tensor(3.6473, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   30 / 143
loss: tensor(2.0527, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   31 / 143
loss: tensor(6.4841, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   32 / 143
loss: tensor(6.8673, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   33 / 143
loss: tensor(8.4684, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   34 / 143
loss: tensor(6.9987, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   35 / 143
loss: tensor(6.5613, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   36 / 143
loss: tensor(6.1578, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   37 / 143
loss: tensor(2.4072, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   38 / 143
loss: tensor(3.3836, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   39 / 143
loss: tensor(2.7158, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   40 / 143
loss: tensor(5.9518, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   41 / 143
loss: tensor(2.9565, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   42 / 143
loss: tensor(6.5187, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   43 / 143
loss: tensor(6.9907, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   44 / 143
loss: tensor(7.2058, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   45 / 143
loss: tensor(6.7115, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   46 / 143
loss: tensor(7.5409, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   47 / 143
loss: tensor(1.3194, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   48 / 143
loss: tensor(2.5785, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   49 / 143
loss: tensor(6.7550, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   50 / 143
loss: tensor(2.8914, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   51 / 143
loss: tensor(8.1758, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   52 / 143
loss: tensor(4.0876, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   53 / 143
loss: tensor(6.5646, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   54 / 143
loss: tensor(6.1714, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   55 / 143
loss: tensor(9.4562, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   56 / 143
loss: tensor(8.2648, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   57 / 143
loss: tensor(6.7633, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   58 / 143
loss: tensor(3.8712, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   59 / 143
loss: tensor(5.7056, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   60 / 143
loss: tensor(3.5437, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   61 / 143
loss: tensor(2.4389, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   62 / 143
loss: tensor(2.7263, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   63 / 143
loss: tensor(3.6533, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   64 / 143
loss: tensor(6.0705, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   65 / 143
loss: tensor(4.8958, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   66 / 143
loss: tensor(3.1250, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   67 / 143
loss: tensor(7.7764, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   68 / 143
loss: tensor(4.9353, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   69 / 143
loss: tensor(2.5035, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   70 / 143
loss: tensor(1.9072, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   71 / 143
loss: tensor(4.9924, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   72 / 143
loss: tensor(2.4848, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   73 / 143
loss: tensor(5.8115, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   74 / 143
loss: tensor(8.3509, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   75 / 143
loss: tensor(3.8661, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   76 / 143
loss: tensor(6.7492, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   77 / 143
loss: tensor(2.8232, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   78 / 143
loss: tensor(4.6862, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   79 / 143
loss: tensor(5.8582, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   80 / 143
loss: tensor(4.3460, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   81 / 143
loss: tensor(7.0152, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   82 / 143
loss: tensor(8.5810, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   83 / 143
loss: tensor(5.1418, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   84 / 143
loss: tensor(9.3240, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   85 / 143
loss: tensor(4.9779, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   86 / 143
loss: tensor(4.6134, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   87 / 143
loss: tensor(3.1257, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   88 / 143
loss: tensor(2.6891, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   89 / 143
loss: tensor(3.1418, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   90 / 143
loss: tensor(4.0308, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   91 / 143
loss: tensor(3.6973, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   92 / 143
loss: tensor(1.6577, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   93 / 143
loss: tensor(4.6243, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   94 / 143
loss: tensor(7.2557, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   95 / 143
loss: tensor(5.3546, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   96 / 143
loss: tensor(3.7512, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   97 / 143
loss: tensor(1.5590, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   98 / 143
loss: tensor(3.3236, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   99 / 143
loss: tensor(3.8839, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   100 / 143
loss: tensor(2.1961, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   101 / 143
loss: tensor(8.0553, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   102 / 143
loss: tensor(3.5930, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   103 / 143
loss: tensor(6.5314, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   104 / 143
loss: tensor(5.9538, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   105 / 143
loss: tensor(2.0022, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   106 / 143
loss: tensor(7.6528, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   107 / 143
loss: tensor(10.9615, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   108 / 143
loss: tensor(5.9699, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   109 / 143
loss: tensor(2.6953, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   110 / 143
loss: tensor(6.5233, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   111 / 143
loss: tensor(4.4416, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   112 / 143
loss: tensor(11.7842, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   113 / 143
loss: tensor(6.4957, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   114 / 143
loss: tensor(7.9293, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   115 / 143
loss: tensor(7.6772, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   116 / 143
loss: tensor(6.3684, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   117 / 143
loss: tensor(2.9244, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   118 / 143
loss: tensor(6.2735, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   119 / 143
loss: tensor(2.1209, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   120 / 143
loss: tensor(4.1863, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   121 / 143
loss: tensor(3.1178, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   122 / 143
loss: tensor(6.6126, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   123 / 143
loss: tensor(3.1439, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   124 / 143
loss: tensor(3.6670, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   125 / 143
loss: tensor(3.3325, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   126 / 143
loss: tensor(2.5026, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   127 / 143
loss: tensor(4.6461, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   128 / 143
loss: tensor(8.6564, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   129 / 143
loss: tensor(3.9809, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   130 / 143
loss: tensor(8.0274, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   131 / 143
loss: tensor(2.6754, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   132 / 143
loss: tensor(10.0386, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   133 / 143
loss: tensor(8.8909, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   134 / 143
loss: tensor(2.5639, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   135 / 143
loss: tensor(4.3850, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   136 / 143
loss: tensor(6.6036, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   137 / 143
loss: tensor(4.7101, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   138 / 143
loss: tensor(5.2745, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   139 / 143
loss: tensor(1.7339, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   140 / 143
loss: tensor(3.1662, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   141 / 143
loss: tensor(5.9153, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   142 / 143

*
Summary of  train round
RMSE=3411.647
MAE=1808.488
Photo=0.000
iRMSE=19.703
iMAE=11.921
squared_rel=0.020341755532483748
silog=12.841512863453966
Delta1=0.890
REL=0.109
Lg10=0.053
t_GPU=0.375
*

=> starting training user 30 epoch 4 ..
loss: tensor(2.6388, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   0 / 143
loss: tensor(5.2587, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   1 / 143
loss: tensor(2.0656, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   2 / 143
loss: tensor(2.0843, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   3 / 143
loss: tensor(3.6524, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   4 / 143
loss: tensor(10.9202, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   5 / 143
loss: tensor(4.8096, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   6 / 143
loss: tensor(3.2226, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   7 / 143
loss: tensor(7.8179, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   8 / 143
loss: tensor(9.8694, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   9 / 143
loss: tensor(4.1053, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   10 / 143
loss: tensor(2.7268, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   11 / 143
loss: tensor(4.6765, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   12 / 143
loss: tensor(4.8668, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   13 / 143
loss: tensor(3.7018, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   14 / 143
loss: tensor(2.8091, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   15 / 143
loss: tensor(3.1936, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   16 / 143
loss: tensor(6.8983, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   17 / 143
loss: tensor(3.9731, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   18 / 143
loss: tensor(3.9782, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   19 / 143
loss: tensor(4.2547, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   20 / 143
loss: tensor(5.1099, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   21 / 143
loss: tensor(4.5686, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   22 / 143
loss: tensor(5.0091, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   23 / 143
loss: tensor(3.5424, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   24 / 143
loss: tensor(3.1638, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   25 / 143
loss: tensor(5.7080, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   26 / 143
loss: tensor(3.3636, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   27 / 143
loss: tensor(9.6027, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   28 / 143
loss: tensor(2.6459, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   29 / 143
loss: tensor(2.4973, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   30 / 143
loss: tensor(3.3096, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   31 / 143
loss: tensor(6.5694, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   32 / 143
loss: tensor(3.7392, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   33 / 143
loss: tensor(4.8735, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   34 / 143
loss: tensor(4.0442, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   35 / 143
loss: tensor(3.6198, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   36 / 143
loss: tensor(2.4107, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   37 / 143
loss: tensor(4.1203, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   38 / 143
loss: tensor(5.1011, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   39 / 143
loss: tensor(1.3144, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   40 / 143
loss: tensor(2.6954, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   41 / 143
loss: tensor(3.6684, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   42 / 143
loss: tensor(2.2896, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   43 / 143
loss: tensor(2.7482, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   44 / 143
loss: tensor(3.2844, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   45 / 143
loss: tensor(6.5564, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   46 / 143
loss: tensor(2.3239, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   47 / 143
loss: tensor(4.6111, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   48 / 143
loss: tensor(6.4337, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   49 / 143
loss: tensor(10.9724, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   50 / 143
loss: tensor(3.8939, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   51 / 143
loss: tensor(3.1253, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   52 / 143
loss: tensor(6.8780, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   53 / 143
loss: tensor(5.0469, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   54 / 143
loss: tensor(5.7687, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   55 / 143
loss: tensor(3.1770, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   56 / 143
loss: tensor(4.5172, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   57 / 143
loss: tensor(1.1333, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   58 / 143
loss: tensor(11.1686, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   59 / 143
loss: tensor(8.4768, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   60 / 143
loss: tensor(6.9151, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   61 / 143
loss: tensor(4.2114, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   62 / 143
loss: tensor(3.1461, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   63 / 143
loss: tensor(4.2472, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   64 / 143
loss: tensor(8.5142, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   65 / 143
loss: tensor(2.0305, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   66 / 143
loss: tensor(7.4075, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   67 / 143
loss: tensor(4.8091, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   68 / 143
loss: tensor(2.5727, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   69 / 143
loss: tensor(1.8995, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   70 / 143
loss: tensor(3.6079, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   71 / 143
loss: tensor(4.0167, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   72 / 143
loss: tensor(2.5726, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   73 / 143
loss: tensor(6.8857, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   74 / 143
loss: tensor(12.9152, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   75 / 143
loss: tensor(5.7433, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   76 / 143
loss: tensor(3.4080, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   77 / 143
loss: tensor(3.6102, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   78 / 143
loss: tensor(5.1927, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   79 / 143
loss: tensor(4.7431, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   80 / 143
loss: tensor(2.9700, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   81 / 143
loss: tensor(1.2162, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   82 / 143
loss: tensor(3.5670, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   83 / 143
loss: tensor(3.4049, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   84 / 143
loss: tensor(8.1344, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   85 / 143
loss: tensor(5.1865, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   86 / 143
